Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Axe of Despair	BP01	AxeofDespair1	Equip Spell					D		The equipped monster gains 1000 ATK. When this card is sent from the field to the Graveyard: You can Tribute 1 monster; return this card to the top of the Deck.
Backup Warrior	BP01	BackupWarrior	Warrior/Effect	Earth	5	2100	0	H		Cannot be Normal Summoned or Set. Must first be Special Summoned (from your hand) while the only monsters you control are 2 Defense Position monsters. You cannot Synchro Summon the turn you Special Summon this card.
Bait Doll	BP01	BaitDoll1	Normal Spell					D		Target 1 Set card in the Spell & Trap Card Zone; reveal that target, force its activation if it is a Trap Card, then negate its effect if the activation timing is incorrect, and if you do, destroy it. (If it is not a Trap Card, return it face-down.) When this card resolves, shuffle it into the Deck instead of sending it to the Graveyard.
Battle Fader	BP01	BattleFader1	Fiend/Effect	Dark	1	0	0	L		When an opponent's monster declares a direct attack: You can Special Summon this card from your hand, then end the Battle Phase. If this card is Special Summoned with this effect, banish it when it leaves the field.
Bazoo the Soul-Eater	BP01	BazootheSoulEater1	Beast/Effect	Earth	4	1600	900	H		Once per turn: You can banish up to 3 monsters from your Graveyard; this card gains 300 ATK for each, until your opponent's End Phase.
Beast King Barbaros	BP01	BeastKingBarbaros1	Beast-Warrior/Effect	Earth	8	3000	1200	H		You can Normal Summon or Set this card without Tributing, but its original ATK becomes 1900. You can Tribute 3 monsters to Tribute Summon this card. If you do: Destroy all cards your opponent controls.
Big Bang Shot	BP01	BigBangShot1	Equip Spell					D		The equipped monster gains 400 ATK. If the equipped monster attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. When this card leaves the field, banish the equipped monster.
Big Jaws	BP01	BigJaws1	Fish/Effect	Water	3	1800	300	H		At the end of the Battle Phase, if this card attacked: Banish it.
Big Shield Gardna	BP01	BigShieldGardna1	Warrior/Effect	Earth	4	100	2600	L		During either player's turn, when this face-down card (and no other cards) is targeted by a Spell Card: Change this card to face-up Defense Position, and if you do, negate the Spell Card's activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.
Blackwing - Zephyros the Elite	BP01	BlackwingZephyrostheElite1	Winged Beast/Effect	Dark	4	1600	1000	L		If this card is in your Graveyard: You can return 1 face-up card you control to the hand; Special Summon this card from the Graveyard, and if you do, take 400 damage. Each player can only use the effect of "Blackwing - Zephyros the Elite" once per Duel.
Blast Sphere	BP01	BlastSphere1	Machine/Effect	Dark	4	1400	1400	L		Before damage calculation, if this face-down Defense Position card was attacked by an opponent's monster: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase, destroy the monster this card is equipped to, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK.
Blast with Chain	BP01	BlastwithChain1	Normal Trap					D		Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. When this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.
Blizzard Dragon	BP01	BlizzardDragon1	Dragon/Effect	Water	4	1800	1000	H		Once per turn: You can target 1 monster your opponent controls; it cannot change its battle position or declare an attack until the opponent's next End Phase.
Blowback Dragon	BP01	BlowbackDragon1	Machine/Effect	Dark	6	2300	1200	R		Once per turn: You can target 1 card your opponent controls; toss a coin 3 times and destroy that target if at least 2 of the results are Heads.
Blue Thunder T-45	BP01	BlueThunderT451	Machine/Effect	Light	4	1700	1000	L		If this card destroys an opponent's monster by battle: Special Summon 1 "Thunder Option Token" (Machine-Type/LIGHT/Level 4/ATK 1500/DEF 1500). This Token cannot be Tributed for a Tribute Summon.
Book of Moon	BP01	BookofMoon1	Quick-Play Spell					D	A1/T1	Target 1 face-up monster on the field; change that target to face-down Defense Position.
Botanical Lion	BP01	BotanicalLion1	Plant/Effect	Earth	4	1600	2000	H		This card gains 300 ATK for each face-up Plant-Type monster you control. Control of this face-up card cannot switch.
Breaker the Magical Warrior	BP01	BreakertheMagicalWarrior1	Spellcaster/Effect	Dark	4	1600	1000	D		When this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card to target 1 Spell/Trap Card on the field; destroy that target.
Burden of the Mighty	BP01	BurdenoftheMighty1	Continuous Spell					R		Each face-up monster your opponent controls loses 100 ATK x its own Level.
Buster Blader	BP01	BusterBlader1	Warrior/Effect	Earth	7	2600	2300	H		This card gains 500 ATK for each Dragon-Type monster your opponent controls or is in their Graveyard.
Caius the Shadow Monarch	BP01	CaiustheShadowMonarch1	Fiend/Effect	Dark	6	2400	1000	R		When this card is Tribute Summoned: Target 1 card on the field; banish that target, and if you do, inflict 1000 damage to your opponent if it was a DARK monster.
Call Of The Haunted	BP01	CallOfTheHaunted1	Continuous Trap					R		Target 1 monster in your Graveyard; Special Summon that target in face-up Attack Position. When this card leaves the field, destroy that target. When that target is destroyed, destroy this card.
Card Guard	BP01	CardGuard1	Fiend/Effect	Dark	4	1600	500	H		When this card is Normal or Special Summoned: Place 1 Guard Counter on it. This card gains 300 ATK for each Guard Counter on it. Once per turn: You can target 1 other face-up card you control; remove 1 Guard Counter from this card, and if you do, place 1 Guard Counter on that target. If that card would be destroyed, remove 1 Guard Counter from it instead.
Card Trooper	BP01	CardTrooper2	Machine/Effect	Earth	3	400	400	H	A2/T2	Once per turn: You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the Graveyard; this card gains 500 ATK for each card sent to the Graveyard this way, until the End Phase. When this card you control is destroyed and sent to your Graveyard: Draw 1 card.
Chainsaw Insect	BP01	ChainsawInsect1	Insect/Effect	Earth	4	2400	0	H		At the end of the Damage Step, if this card attacked or was attacked: Your opponent draws 1 card.
Change of Heart	BP01	ChangeofHeart1	Normal Spell					R	A0/T1	Target 1 monster your opponent controls; take control of it until the End Phase.
Changing Destiny	BP01	ChangingDestiny1	Normal Trap					D		When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, change it to Defense Position and it cannot change its battle position while it is face-up on the field. Then, your opponent chooses 1 of these effects. *You gain Life Points equal to half the target's ATK. *Your opponent takes damage equal to half the target's ATK.
Chaos Necromancer	BP01	ChaosNecromancer1	Fiend/Effect	Dark	1	0	0	L		The ATK of this card is the number of Monster Cards in your Graveyard x 300.
Charcoal Inpachi	BP01	CharcoalInpachi1	Pyro	Fire	1	100	2100	H		A wicked wooden spirit that has burned out. The barbecue grilled with this charcoal is so awesome that everybody thinks it's priceless.
Chiron the Mage	BP01	ChirontheMage1	Beast-Warrior/Effect	Earth	4	1800	1000	H		Once per turn: You can discard 1 Spell Card to target 1 Spell/Trap Card your opponent controls; destroy that target.
Cloudian - Poison Cloud	BP01	CloudianPoisonCloud1	Fiend/Effect	Water	3	0	1000	L		When this card is destroyed by battle and sent to the Graveyard, if it was face-up at the start of the Damage Step: Destroy the monster that destroyed it, and if you do, inflict 800 damage to your opponent.
Compulsory Evacuation Device	BP01	CompulsoryEvacuationDevice1	Normal Trap					D		Target 1 monster on the field; return that target to the hand.
Creature Swap	BP01	CreatureSwap1	Normal Spell					R		Each player chooses 1 monster they control and switches control of those monsters with each other. Those monsters cannot change their battle positions for the rest of this turn.
Cyber Dragon	BP01	CyberDragon2	Machine/Effect	Light	5	2100	1600	H		If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).
Cyber Jar	BP01	CyberJar1	Rock/Effect	Dark	3	900	900	R	A0/T1	FLIP: Destroy all monsters on the field, then both players reveal the top 5 cards from their Decks and Special Summon all revealed Level 4 or lower monsters in face-up Attack Position or face-down Defense Position, and add any remaining cards to their hand. (If either player has less than 5 cards in their Deck, reveal as many as possible.)
Cyber Valley	BP01	CyberValley3	Machine/Effect	Light	1	0	0	L		You can use 1 of these effects. *When this card is targeted for an attack by an opponent's monster: You can banish this card; draw 1 card, then end the Battle Phase. *You can target 1 face-up monster you control and this card; banish both that target and this card, then draw 2 cards. *You can target 1 card in your Graveyard; banish this card and 1 card from your hand, then place that target on top of the Deck.
Cybernetic Magician	BP01	CyberneticMagician1	Spellcaster/Effect	Light	6	2400	1000	H		You can discard 1 card to target 1 face-up monster on the field; that target's ATK becomes 2000 until the End Phase.
D.D. Assailant	BP01	DDAssailant1	Warrior/Effect	Earth	4	1700	1600	H		When this card is destroyed by battle with an opponent's monster: Banish that monster, also banish this card.
Damage Gate	BP01	DamageGate1	Normal Trap					D		When you take Battle Damage: Target 1 monster in your Graveyard with ATK less than or equal to the amount of damage you took; Special Summon that target.
Dark Bribe	BP01	DarkBribe1	Counter Trap					R		When an opponent's Spell/Trap Card is activated: Your opponent draws 1 card, also negate the Spell/Trap activation, and if you do, destroy it.
Dark Dust Spirit	BP01	DarkDustSpirit1	Zombie/Spirit	Earth	6	2200	1800	R		Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. When this card is Normal Summoned or flipped face-up: Destroy all face-up monsters on the field except this card.
Dark Magician of Chaos	BP01	DarkMagicianofChaos1	Spellcaster/Effect	Dark	8	2800	2600	R	A0/T1	When this card is Normal or Special Summoned: You can target 1 Spell Card in your Graveyard; add that target to your hand. Banish any monster destroyed by battle with this card. If this face-up card would leave the field, banish it instead.
Dark Resonator	BP01	DarkResonator1	Fiend/Tuner/Effect	Dark	3	1300	300	L		Once per turn, this card cannot be destroyed by battle.
Dark Ruler Ha Des	BP01	DarkRulerHaDes1	Fiend/Effect	Dark	6	2450	1600	H		Cannot be Special Summoned from the Graveyard. Negate the effects of monsters destroyed by battle with Fiend-Type monsters you control.
Dark Valkyria	BP01	DarkValkyria1	Fairy/Gemini/Effect	Dark	4	1800	1050	H		This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect. *Once, while this is face-up on the field: You can place 1 Spell Counter on it. This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card to target 1 monster on the field; destroy that target.
Darkworld Shackles	BP01	DarkworldShackles1	Equip Spell					D		The equipped monster cannot attack, also its ATK and DEF become 100. During each of your Standby Phases: Inflict 500 damage to the controller of the equipped monster.
Deep Diver	BP01	DeepDiver1	Aqua/Effect	Water	3	1000	1100	R		At the end of the Battle Phase, if this card was destroyed by battle and sent to the Graveyard: Choose 1 Monster Card from your Deck and place it on top of your Deck.
Dekoichi the Battlechanted Locomotive	BP01	DekoichitheBattlechantedLocomotive1	Machine/Effect	Dark	4	1400	1000	L		FLIP: Draw 1 card, then draw 1 additional card for each face-up "Bokoichi the Freightening Car" you control.
Des Mosquito	BP01	DesMosquito1	Insect/Effect	Dark	3	500	500	L		When this card is Normal or Special Summoned: Place 2 counters on it. It gains 500 ATK for each of these counters. If this card would be destroyed by battle, remove 1 of these counters instead.
Different Dimension Gate	BP01	DifferentDimensionGate1	Continuous Spell					D		Target 2 monsters (1 on each side of the field); banish those targets. When this card is destroyed and sent to the Graveyard: Return those banished monsters to the field in the same battle positions they were in.
Divine Wrath	BP01	DivineWrath1	Counter Trap					R		When a monster effect is activated: Discard 1 card; negate the activation, and if you do, destroy that monster.
Doomcaliber Knight	BP01	DoomcaliberKnight1	Fiend/Effect	Dark	4	1900	1800	H		Cannot be Special Summoned. During either player's turn, when a monster effect is activated: Tribute this face-up card; negate the activation, and if you do, destroy that monster.
Drillroid	BP01	Drillroid1	Machine/Effect	Earth	4	1600	1600	L		Before damage calculation, if this card attacks a Defense Position monster: Destroy that monster.
DUCKER Mobile Cannon	BP01	DUCKERMobileCannon1	Machine/Effect	Light	3	500	500	L		FLIP: Target 1 Level 4 monster in your Graveyard; add that target to your hand.
Dust Tornado	BP01	DustTornado1	Normal Trap					D		Target 1 Spell/Trap Card your opponent controls; destroy that target, then you can Set 1 Spell/Trap Card from your hand.
Ego Boost	BP01	EgoBoost1	Quick-Play Spell					D		When a monster declares an attack: Target 1 face-up monster on the field; it gains 1000 ATK until the end of the Battle Phase.
Enemy Controller	BP01	EnemyController3	Quick-Play Spell					D		Activate 1 of these effects. *Target 1 face-up monster your opponent controls; change that target's battle position. *Tribute 1 monster to target 1 face-up monster your opponent controls; take control of that target until the End Phase.
Exarion Universe	BP01	ExarionUniverse1	Beast-Warrior/Effect	Dark	4	1800	1900	H		During your Battle Step, if this card attacks a Defense Position monster: You can have it lose 400 ATK, but it will inflict piercing Battle Damage to your opponent. These effects lasts until the End Phase.
Exiled Force	BP01	ExiledForce1	Warrior/Effect	Earth	4	1000	1000	D		You can Tribute this card to target 1 monster on the field; destroy that target.
Fabled Ashenveil	BP01	FabledAshenveil1	Fiend/Effect	Light	4	1600	1200	H		If this card attacks or is attacked, during damage calculation (in either player's turn): You can send 1 card from your hand to the Graveyard once per battle; this card gains 600 ATK during that damage calculation only.
Fabled Raven	BP01	FabledRaven1	Fiend/Tuner	Light	2	1300	1000	L		Once per turn: You can discard any number of cards, and if you do, this card gains 1 Level and 400 ATK for each discarded card, until the End Phase.
Fiendish Chain	BP01	FiendishChain1	Continuous Trap					D		Target 1 face-up Effect Monster on the field; that target's effects are negated, also that target cannot attack. When that target is destroyed, destroy this card.
Fiend's Sanctuary	BP01	FiendsSanctuary1	Normal Spell					D		Special Summon 1 "Metal Fiend Token" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0). It cannot attack. Your opponent takes any Battle Damage you would have taken from battles involving it. During each of your Standby Phases, pay 1000 Life Points or destroy the "Metal Fiend Token".
Fighting Spirit	BP01	FightingSpirit1	Equip Spell					D		The equipped monster gains 300 ATK for each monster your opponent controls. If it would be destroyed by battle, you can destroy this card instead.
Fissure	BP01	Fissure1	Normal Spell					D		Destroy the 1 face-up monster your opponent controls that has the lowest ATK. (If it's a tie, you get to choose.)
Forbidden Chalice	BP01	ForbiddenChalice1	Quick-Play Spell					D		Target 1 face-up monster on the field; until the End Phase, it gains 400 ATK, but its effects are negated.
Forbidden Lance	BP01	ForbiddenLance1	Quick-Play Spell					D		Target 1 face-up monster on the field; until the End Phase, it loses 800 ATK, but is unaffected by the effects of other Spell/Trap Cards.
Fortress Warrior	BP01	FortressWarrior1	Warrior/Effect	Earth	2	600	1200	L		You take no Battle Damage from battles involving this card. Once per turn, this card cannot be destroyed by battle.
Fox Fire	BP01	FoxFire1	Pyro/Effect	Fire	2	300	200	R		During the End Phase, if this card was destroyed by battle this turn and was face-up at the start of the Damage Step: Special Summon this card from the Graveyard. This face-up card cannot be Tributed for a Tribute Summon.
Freed the Matchless General	BP01	FreedtheMatchlessGeneral1	Warrior/Effect	Earth	5	2300	1700	H		Negate any Spell effects that target this card, and if you do, destroy that Spell Card. During your Draw Phase, instead of conducting your normal draw: You can add 1 Level 4 or lower Warrior-Type monster from your Deck to your hand. This card must be face-up on the field to activate and to resolve this effect.
Gaap the Divine Soldier	BP01	GaaptheDivineSoldier1	Fiend/Effect	Dark	6	2200	2000	H		All monsters are changed to face-up Attack Position, also their battle positions cannot be changed. (Flip Effects are not activated.) Once per turn: You can reveal any number of Fiend-Type monsters in your hand; this card gains 300 ATK for each, until the End Phase.
Gachi Gachi Gantetsu	BP01	GachiGachiGantetsu1	Rock/Xyz/Effect	Earth	*2	500	1800	U		2 Level 2 monsters. If this face-up card would be destroyed, you can detach 1 Xyz Material from this card instead. Face-up monsters you control gain 200 ATK and DEF for each Xyz Material attached to this card.
Gagaga Magician	BP01	GagagaMagician1	Spellcaster/Effect	Dark	4	1500	1000	L		Once per turn: You can declare a Level from 1 to 8; this card becomes that Level until the End Phase. You can only control 1 face-up "Gagaga Magician". This card cannot be used as a Synchro Material Monster.
Gem-Knight Pearl	BP01	GemKnightPearl	Rock/Xyz	Earth	*4	2600	1900	S		2 Level 4 monsters.
Gene-Warped Warwolf	BP01	GeneWarpedWarwolf1	Beast-Warrior	Earth	4	2000	100	H		This warwolf was given incalculable strength through horrific genetic manipulation. Its gentle nature was completely wiped out, and it now lives only to unleash destruction.
Giant Soldier of Stone	BP01	GiantSoldierofStone1	Rock	Earth	3	1300	2000	L		A giant warrior made of stone. A punch from this creature has earth-shaking results.
Gilasaurus	BP01	Gilasaurus1	Dinosaur/Effect	Earth	3	1400	400	L		You can Special Summon this card (from your hand). When you do: Your opponent can target 1 monster in their Graveyard; your opponent Special Summons that target to their side of the field.
Goblin Attack Force	BP01	GoblinAttackForce1	Warrior/Effect	Earth	4	2300	0	H		If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.
Goblin Elite Attack Force	BP01	GoblinEliteAttackForce1	Fiend/Effect	Earth	4	2200	1500	H		If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.
Goblindbergh	BP01	Goblindbergh1	Warrior/Effect	Earth	4	1400	0	L		When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower monster from your hand, then change this card to Defense Position if you activated this effect.
Gogogo Golem	BP01	GogogoGolem1	Rock/Effect	Earth	4	1800	1500	H		Once per turn, this face-up Defense Position card cannot be destroyed by battle.
Gorz the Emissary of Darkness	BP01	GorztheEmissaryofDarkness2	Fiend/Effect	Dark	7	2700	2500	R	A1/T1	When you take damage from a card your opponent controls: You can Special Summon this card from your hand. You must control no cards to activate and to resolve this effect. When Special Summoned this way, activate the appropriate effect, based on the type of damage. *Battle Damage: Special Summon 1 "Emissary of Darkness Token" (Fairy-Type/LIGHT/Level 7/ATK ?/DEF ?). Its ATK and DEF are each equal to the amount of Battle Damage you took. *Effect Damage: Inflict damage to your opponent equal to the amount of damage you took.
Graceful Charity	BP01	GracefulCharity1	Normal Spell					R	A0/T1	Draw 3 cards, then discard 2 cards.
Grave Protector	BP01	GraveProtector1	Fiend/Effect	Dark	4	0	2000	L		Any monster destroyed by battle is shuffled into the Deck instead of going to the Graveyard.
Grave Squirmer	BP01	GraveSquirmer2	Fiend/Effect	Dark	1	0	0	D		When this card is destroyed by battle and sent to the Graveyard: Target 1 card on the field; destroy that target.
Gravitic Orb	BP01	GraviticOrb1	Fiend/Effect	Dark	3	1100	700	L		FLIP: Change the battle positions of all face-up monsters your opponent controls.
Greenkappa	BP01	Greenkappa1	Warrior/Effect	Dark	3	650	900	D		FLIP: Target 2 Set Spell/Trap Cards on the field; destroy those targets.
Grenosaurus	BP01	Grenosaurus1	Dinosaur/Xyz/Effect	Fire	*3	2000	1900	N		2 Level 3 monsters. When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can detach 1 Xyz Material from this card; inflict 1000 damage to your opponent.
Guardian Sphinx	BP01	GuardianSphinx1	Rock/Effect	Earth	5	1700	2400	H		Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Return all monsters your opponent controls to the hand.
Gyroid	BP01	Gyroid1	Machine/Effect	Wind	3	1000	1000	L		Once per turn, this card cannot be destroyed by battle.
Half or Nothing	BP01	HalforNothing1	Normal Trap					D		During your opponent's Battle Phase (expect during the Damage Step): Your opponent chooses 1 of these effects. *Halve the ATK of all monsters they currently control, until the end of the Battle Phase. *End the Battle Phase.
Hardened Armed Dragon	BP01	HardenedArmedDragon1	Dragon/Effect	Earth	4	1500	800	L		You can Special Summon this card (from your hand) by sending 1 Level 8 or higher monster from your hand to the Graveyard. If you Tribute this card for the Tribute Summon of a Level 7 or higher monster, that monster cannot be destroyed by card effects.
Harpie's Feather Duster	BP01	HarpiesFeatherDuster1	Normal Spell					R	A0/T1	Destroy all Spell and Trap Cards your opponent controls.
Heavy Storm	BP01	HeavyStorm1	Normal Spell					R	A1/T1	Destroy all Spell and Trap Cards on the field.
Hedge Guard	BP01	HedgeGuard1	Plant/Effect	Earth	3	0	2100	H		During damage calculation, in either player's turn: You can send this card from your hand to the Graveyard; halve the ATK of a monster you control until the End Phase, but that monster cannot be destroyed by this battle.
Helping Robo For Combat	BP01	HelpingRoboForCombat1	Machine/Effect	Light	4	1600	0	L		When this card destroys an opponent's monster by battle: Draw 1 card, then return 1 card from your hand to the bottom of the Deck.
Horn of the Unicorn	BP01	HornoftheUnicorn1	Equip Spell					D		The equipped monster gains 700 ATK and DEF. When this card is sent from the field to the Graveyard: Return it to the top of the Deck.
Hyper Hammerhead	BP01	HyperHammerhead1	Dinosaur/Effect	Earth	4	1500	1200	L		At the end of the Damage Step, if an opponent's monster that battled this monster is not destroyed: Return that opponent's monster to the hand.
Infected Mail	BP01	InfectedMail1	Continuous Spell					D		Once per turn: You can target 1 face-up Level 4 or lower monster you control; it can attack your opponent directly this turn. Send it to the Graveyard at the end of the Battle Phase.
Injection Fairy Lily	BP01	InjectionFairyLily1	Spellcaster/Effect	Earth	3	400	1500	R		If this card attacks or is attacked, during damage calculation (in either player's turn): You can pay 2000 Life Points once per battle; this card gains 3000 ATK during that damage calculation only.
Insect Knight	BP01	InsectKnight1	Insect	Earth	4	1900	1500	H		Of all Insect fighters, he is the paragon of the Indestructible Insect Invaders, which only the elite of the elite can join. We can no longer ignore their unmatched battle prowess.
Interdimensional Matter Transporter	BP01	InterdimensionalMatterTransporter1	Normal Trap					D		Target 1 face-up monster you control; banish that target until the End Phase.
Inverse Universe	BP01	InverseUniverse1	Normal Trap					D		Switch the ATK and DEF of all face-up Effect Monsters on the field.
Jinzo	BP01	Jinzo1	Machine/Effect	Dark	6	2400	1500	R		Trap Cards, and their effects, cannot be activated. The effects of all face-up Trap Cards on the field are negated.
Jurrac Protops	BP01	JurracProtops1	Dinosaur/Effect	Fire	4	1700	1200	H		This card gains 100 ATK for each monster your opponent controls.
King Tiger Wanghu	BP01	KingTigerWanghu1	Beast/Effect	Earth	4	1700	1000	H		When a monster(s) with 1400 or less ATK is Normal Summoned or Special Summoned: Destroy those monsters with 1400 or less ATK. This card must be face-up on the field to activate and to resolve this effect.
Krebons	BP01	Krebons1	Psychic/Tuner/Effect	Dark	2	1200	400	R		When this card is targeted for an attack: You can pay 800 Life Points; negate the attack.
Kunai with Chain	BP01	KunaiwithChain1	Normal Trap					D		Activate 1 or both of these effects (simultaneously). *When an opponent's monster attacks: Target the attacking monster; change that target to Defense Position. *Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK.
Level Eater	BP01	LevelEater1	Insect/Effect	Dark	1	600	0	L		If this card is in the Graveyard: You can target 1 face-up Level 5 or higher monster you control; reduce its Level by 1, and if you do, Special Summon this card from the Graveyard. This card cannot be Tributed except for a Tribute Summon.
Level Warrior	BP01	LevelWarrior1	Warrior/Effect	Light	3	300	600	L		If there are no monsters on the field, you can Normal Summon this card as a Level 2 monster. If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand) as a Level 4 monster.
Liberty at Last!	BP01	LibertyatLast1	Normal Trap					D		When a monster you control is destroyed by battle and sent to the Graveyard: Target 2 face-up monsters on the field; shuffle those targets into the Deck.
Luster Dragon	BP01	LusterDragon1	Dragon	Wind	4	1900	1600	H		A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high attack power.
Machina Fortress	BP01	MachinaFortress1	Machine/Effect	Earth	7	2500	1600	R		You can discard Machine-Type monster(s) whose total Levels equal 8 or more, then Special Summon this card (from your hand or Graveyard). When this card is destroyed by battle and sent to the Graveyard: Target 1 card your opponent controls; destroy that target. Before resolving an opponent's monster effect that targets this face-up card, look at your opponent's hand and discard 1 card from their hand.
Mad Dog of Darkness	BP01	MadDogofDarkness1	Beast	Dark	4	1900	1400	H		He used to be a normal dog who played around in a park, but was corrupted by the powers of darkness.
Mad Reloader	BP01	MadReloader1	Fiend/Effect	Dark	1	0	0	L		When this card is destroyed by battle and sent to the Graveyard: Send 2 cards from your hand to the Graveyard, and if you do, draw 2 cards.
Magic Cylinder	BP01	MagicCylinder1	Normal Trap					D		When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, inflict damage to your opponent equal to its ATK.
Magic Drain	BP01	MagicDrain1	Counter Trap					D		When your opponent activates a Spell Card: They can discard 1 Spell Card to negate this card's effect, otherwise negate the activation of their Spell Card, and if you do, destroy it.
Makyura the Destructor	BP01	MakyuratheDestructor1	Warrior/Effect	Dark	4	1600	1200	L	A0/T1	During the turn this card is sent to the Graveyard, you can activate Trap Cards from your hand.
Mask of Darkness	BP01	MaskofDarkness1	Fiend/Effect	Dark	2	900	400	L		FLIP: Target 1 Trap Card in your Graveyard; add that target to your hand.
